id,week_number,home,away,comp
1883,52,89,82,Bundesliga 1
1884,52,96,84,Bundesliga 1
1885,52,92,86,Bundesliga 1
1886,52,94,88,Bundesliga 1
1887,52,97,90,Bundesliga 1
1888,52,99,91,Bundesliga 1
1889,52,100,93,Bundesliga 1
1890,52,98,95,Bundesliga 1
1891,53,83,81,Bundesliga 1
1892,53,82,85,Bundesliga 1
1893,53,84,87,Bundesliga 1
1894,53,86,89,Bundesliga 1
1895,53,88,96,Bundesliga 1
1896,53,90,92,Bundesliga 1
1897,53,91,94,Bundesliga 1
1898,53,93,97,Bundesliga 1
1899,53,95,99,Bundesliga 1
1900,53,98,100,Bundesliga 1
1901,4,101,102,Bundesliga 2
1902,4,103,104,Bundesliga 2
1903,4,105,106,Bundesliga 2
1904,4,107,108,Bundesliga 2
1905,4,109,110,Bundesliga 2
1906,4,116,111,Bundesliga 2
1907,4,112,113,Bundesliga 2
1908,4,114,115,Bundesliga 2
1909,4,117,118,Bundesliga 2
1910,4,119,120,Bundesliga 2
1911,5,104,101,Bundesliga 2
1912,5,106,102,Bundesliga 2
1913,5,108,103,Bundesliga 2
1914,5,110,105,Bundesliga 2
1915,5,111,107,Bundesliga 2
1916,5,113,109,Bundesliga 2
1917,5,115,116,Bundesliga 2
1918,5,118,112,Bundesliga 2
1919,5,120,114,Bundesliga 2
1920,5,119,117,Bundesliga 2
1921,6,101,106,Bundesliga 2
1922,6,104,108,Bundesliga 2
1923,6,102,110,Bundesliga 2
1924,6,103,111,Bundesliga 2
1925,6,105,113,Bundesliga 2
1926,6,107,115,Bundesliga 2
1927,6,109,118,Bundesliga 2
1928,6,116,120,Bundesliga 2
1929,6,112,119,Bundesliga 2
1930,6,114,117,Bundesliga 2
1931,8,108,101,Bundesliga 2
1932,8,110,106,Bundesliga 2
1933,8,111,104,Bundesliga 2
1934,8,113,102,Bundesliga 2
1935,8,115,103,Bundesliga 2
1936,8,118,105,Bundesliga 2
1937,8,120,107,Bundesliga 2
1938,8,119,109,Bundesliga 2
1939,8,117,116,Bundesliga 2
1940,8,114,112,Bundesliga 2
1941,9,101,110,Bundesliga 2
1942,9,108,111,Bundesliga 2
1943,9,106,113,Bundesliga 2
1944,9,104,115,Bundesliga 2
1945,9,102,118,Bundesliga 2
1946,9,103,120,Bundesliga 2
1947,9,105,119,Bundesliga 2
1948,9,107,117,Bundesliga 2
1949,9,109,114,Bundesliga 2
1950,9,116,112,Bundesliga 2
1951,10,111,101,Bundesliga 2
1952,10,113,110,Bundesliga 2
1953,10,115,108,Bundesliga 2
1954,10,118,106,Bundesliga 2
1955,10,120,104,Bundesliga 2
1956,10,119,102,Bundesliga 2
1957,10,117,103,Bundesliga 2
1958,10,114,105,Bundesliga 2
1959,10,112,107,Bundesliga 2
1960,10,116,109,Bundesliga 2
1961,12,101,113,Bundesliga 2
1962,12,111,115,Bundesliga 2
1963,12,110,118,Bundesliga 2
1964,12,108,120,Bundesliga 2
1965,12,106,119,Bundesliga 2
1966,12,104,117,Bundesliga 2
1967,12,102,114,Bundesliga 2
1968,12,103,112,Bundesliga 2
1969,12,105,116,Bundesliga 2
1970,12,107,109,Bundesliga 2
1971,13,115,101,Bundesliga 2
1972,13,118,113,Bundesliga 2
1973,13,120,111,Bundesliga 2
1974,13,119,110,Bundesliga 2
1975,13,117,108,Bundesliga 2
1976,13,114,106,Bundesliga 2
1977,13,112,104,Bundesliga 2
1978,13,116,102,Bundesliga 2
1979,13,109,103,Bundesliga 2
1980,13,107,105,Bundesliga 2
1981,14,101,118,Bundesliga 2
1982,14,115,120,Bundesliga 2
1983,14,113,119,Bundesliga 2
1984,14,111,117,Bundesliga 2
1985,14,110,114,Bundesliga 2
1986,14,108,112,Bundesliga 2
1987,14,106,116,Bundesliga 2
1988,14,104,109,Bundesliga 2
1989,14,102,107,Bundesliga 2
1990,14,103,105,Bundesliga 2
1991,16,120,101,Bundesliga 2
1992,16,119,118,Bundesliga 2
1993,16,117,115,Bundesliga 2
1994,16,114,113,Bundesliga 2
1995,16,112,111,Bundesliga 2
1996,16,116,110,Bundesliga 2
1997,16,109,108,Bundesliga 2
1998,16,107,106,Bundesliga 2
1999,16,105,104,Bundesliga 2
2000,16,103,102,Bundesliga 2
2001,17,101,119,Bundesliga 2
2002,17,120,117,Bundesliga 2
2003,17,118,114,Bundesliga 2
2004,17,115,112,Bundesliga 2
2005,17,113,116,Bundesliga 2
2006,17,111,109,Bundesliga 2
2007,17,110,107,Bundesliga 2
2008,17,108,105,Bundesliga 2
2009,17,106,103,Bundesliga 2
2010,17,104,102,Bundesliga 2
2011,18,117,101,Bundesliga 2
2012,18,114,119,Bundesliga 2
2013,18,112,120,Bundesliga 2
2014,18,116,118,Bundesliga 2
2015,18,109,115,Bundesliga 2
2016,18,107,113,Bundesliga 2
2017,18,105,111,Bundesliga 2
2018,18,103,110,Bundesliga 2
2019,18,102,108,Bundesliga 2
2020,18,104,106,Bundesliga 2
2021,20,101,114,Bundesliga 2
2022,20,117,112,Bundesliga 2
2023,20,119,116,Bundesliga 2
2024,20,120,109,Bundesliga 2
2025,20,118,107,Bundesliga 2
2026,20,115,105,Bundesliga 2
2027,20,113,103,Bundesliga 2
2028,20,111,102,Bundesliga 2
2029,20,110,104,Bundesliga 2
2030,20,108,106,Bundesliga 2
2031,21,112,101,Bundesliga 2
2032,21,116,114,Bundesliga 2
2033,21,109,117,Bundesliga 2
2034,21,107,119,Bundesliga 2
2035,21,105,120,Bundesliga 2
2036,21,103,118,Bundesliga 2
2037,21,102,115,Bundesliga 2
2038,21,104,113,Bundesliga 2
2039,21,106,111,Bundesliga 2
2040,21,108,110,Bundesliga 2
2041,22,101,116,Bundesliga 2
2042,22,112,109,Bundesliga 2
2043,22,114,107,Bundesliga 2
2044,22,117,105,Bundesliga 2
2045,22,119,103,Bundesliga 2
2046,22,120,102,Bundesliga 2
2047,22,118,104,Bundesliga 2
2048,22,115,106,Bundesliga 2
2049,22,113,108,Bundesliga 2
2050,22,111,110,Bundesliga 2
2051,24,109,101,Bundesliga 2
2052,24,107,116,Bundesliga 2
2053,24,105,112,Bundesliga 2
2054,24,103,114,Bundesliga 2
2055,24,102,117,Bundesliga 2
2056,24,104,119,Bundesliga 2
2057,24,106,120,Bundesliga 2
2058,24,108,118,Bundesliga 2
2059,24,110,115,Bundesliga 2
2060,24,111,113,Bundesliga 2
2061,25,101,107,Bundesliga 2
2062,25,109,105,Bundesliga 2
2063,25,116,103,Bundesliga 2
2064,25,112,102,Bundesliga 2
2065,25,114,104,Bundesliga 2
2066,25,117,106,Bundesliga 2
2067,25,119,108,Bundesliga 2
2068,25,120,110,Bundesliga 2
2069,25,118,111,Bundesliga 2
2070,25,115,113,Bundesliga 2
2071,26,105,101,Bundesliga 2
2072,26,103,107,Bundesliga 2
2073,26,102,109,Bundesliga 2
2074,26,104,116,Bundesliga 2
2075,26,106,112,Bundesliga 2
2076,26,108,114,Bundesliga 2
2077,26,110,117,Bundesliga 2
2078,26,111,119,Bundesliga 2
2079,26,113,120,Bundesliga 2
2080,26,115,118,Bundesliga 2
2081,28,101,103,Bundesliga 2
2082,28,105,102,Bundesliga 2
2083,28,107,104,Bundesliga 2
2084,28,109,106,Bundesliga 2
2085,28,116,108,Bundesliga 2
2086,28,112,110,Bundesliga 2
2087,28,114,111,Bundesliga 2
2088,28,117,113,Bundesliga 2
2089,28,119,115,Bundesliga 2
2090,28,120,118,Bundesliga 2
2091,29,102,101,Bundesliga 2
2092,29,104,103,Bundesliga 2
2093,29,106,105,Bundesliga 2
2094,29,108,107,Bundesliga 2
2095,29,110,109,Bundesliga 2
2096,29,111,116,Bundesliga 2
2097,29,113,112,Bundesliga 2
2098,29,115,114,Bundesliga 2
2099,29,118,117,Bundesliga 2
2100,29,120,119,Bundesliga 2
2101,30,101,104,Bundesliga 2
2102,30,102,106,Bundesliga 2
2103,30,103,108,Bundesliga 2
2104,30,105,110,Bundesliga 2
2105,30,107,111,Bundesliga 2
2106,30,109,113,Bundesliga 2
2107,30,116,115,Bundesliga 2
2108,30,112,118,Bundesliga 2
2109,30,114,120,Bundesliga 2
2110,30,117,119,Bundesliga 2
2111,32,106,101,Bundesliga 2
2112,32,108,104,Bundesliga 2
2113,32,110,102,Bundesliga 2
2114,32,111,103,Bundesliga 2
2115,32,113,105,Bundesliga 2
2116,32,115,107,Bundesliga 2
2117,32,118,109,Bundesliga 2
2118,32,120,116,Bundesliga 2
2119,32,119,112,Bundesliga 2
2120,32,117,114,Bundesliga 2
2121,33,101,108,Bundesliga 2
2122,33,106,110,Bundesliga 2
2123,33,104,111,Bundesliga 2
2124,33,102,113,Bundesliga 2
2125,33,103,115,Bundesliga 2
2126,33,105,118,Bundesliga 2
2127,33,107,120,Bundesliga 2
2128,33,109,119,Bundesliga 2
2129,33,116,117,Bundesliga 2
2130,33,112,114,Bundesliga 2
2131,34,110,101,Bundesliga 2
2132,34,111,108,Bundesliga 2
2133,34,113,106,Bundesliga 2
2134,34,115,104,Bundesliga 2
2135,34,118,102,Bundesliga 2
2136,34,120,103,Bundesliga 2
2137,34,119,105,Bundesliga 2
2138,34,117,107,Bundesliga 2
2139,34,114,109,Bundesliga 2
2140,34,112,116,Bundesliga 2
2141,36,101,111,Bundesliga 2
2142,36,110,113,Bundesliga 2
2143,36,108,115,Bundesliga 2
2144,36,106,118,Bundesliga 2
2145,36,104,120,Bundesliga 2
2146,36,102,119,Bundesliga 2
2147,36,103,117,Bundesliga 2
2148,36,105,114,Bundesliga 2
2149,36,107,112,Bundesliga 2
2150,36,109,116,Bundesliga 2
2151,37,113,101,Bundesliga 2
2152,37,115,111,Bundesliga 2
2153,37,118,110,Bundesliga 2
2154,37,120,108,Bundesliga 2
2155,37,119,106,Bundesliga 2
2156,37,117,104,Bundesliga 2
2157,37,114,102,Bundesliga 2
2158,37,112,103,Bundesliga 2
2159,37,116,105,Bundesliga 2
2160,37,109,107,Bundesliga 2
2161,38,101,115,Bundesliga 2
2162,38,113,118,Bundesliga 2
2163,38,111,120,Bundesliga 2
2164,38,110,119,Bundesliga 2
2165,38,108,117,Bundesliga 2
2166,38,106,114,Bundesliga 2
2167,38,104,112,Bundesliga 2
2168,38,102,116,Bundesliga 2
2169,38,103,109,Bundesliga 2
2170,38,105,107,Bundesliga 2
2171,40,118,101,Bundesliga 2
2172,40,120,115,Bundesliga 2
2173,40,119,113,Bundesliga 2
2174,40,117,111,Bundesliga 2
2175,40,114,110,Bundesliga 2
2176,40,112,108,Bundesliga 2
2177,40,116,106,Bundesliga 2
2178,40,109,104,Bundesliga 2
2179,40,107,102,Bundesliga 2
2180,40,105,103,Bundesliga 2
2181,41,101,120,Bundesliga 2
2182,41,118,119,Bundesliga 2
2183,41,115,117,Bundesliga 2
2184,41,113,114,Bundesliga 2
2185,41,111,112,Bundesliga 2
2186,41,110,116,Bundesliga 2
2187,41,108,109,Bundesliga 2
2188,41,106,107,Bundesliga 2
2189,41,104,105,Bundesliga 2
2190,41,102,103,Bundesliga 2
2191,42,119,101,Bundesliga 2
2192,42,117,120,Bundesliga 2
2193,42,114,118,Bundesliga 2
2194,42,112,115,Bundesliga 2
2195,42,116,113,Bundesliga 2
2196,42,109,111,Bundesliga 2
2197,42,107,110,Bundesliga 2
2198,42,105,108,Bundesliga 2
2199,42,103,106,Bundesliga 2
2200,42,102,104,Bundesliga 2
2201,44,101,117,Bundesliga 2
2202,44,119,114,Bundesliga 2
2203,44,120,112,Bundesliga 2
2204,44,118,116,Bundesliga 2
2205,44,115,109,Bundesliga 2
2206,44,113,107,Bundesliga 2
2207,44,111,105,Bundesliga 2
2208,44,110,103,Bundesliga 2
2209,44,108,102,Bundesliga 2
2210,44,106,104,Bundesliga 2
2211,45,114,101,Bundesliga 2
2212,45,112,117,Bundesliga 2
2213,45,116,119,Bundesliga 2
2214,45,109,120,Bundesliga 2
2215,45,107,118,Bundesliga 2
2216,45,105,115,Bundesliga 2
2217,45,103,113,Bundesliga 2
2218,45,102,111,Bundesliga 2
2219,45,104,110,Bundesliga 2
2220,45,106,108,Bundesliga 2
2221,46,101,112,Bundesliga 2
2222,46,114,116,Bundesliga 2
2223,46,117,109,Bundesliga 2
2224,46,119,107,Bundesliga 2
2225,46,120,105,Bundesliga 2
2226,46,118,103,Bundesliga 2
2227,46,115,102,Bundesliga 2
2228,46,113,104,Bundesliga 2
2229,46,111,106,Bundesliga 2
2230,46,110,108,Bundesliga 2
2231,48,116,101,Bundesliga 2
2232,48,109,112,Bundesliga 2
2233,48,107,114,Bundesliga 2
2234,48,105,117,Bundesliga 2
2235,48,103,119,Bundesliga 2
2236,48,102,120,Bundesliga 2
2237,48,104,118,Bundesliga 2
2238,48,106,115,Bundesliga 2
2239,48,108,113,Bundesliga 2
2240,48,110,111,Bundesliga 2
2241,49,101,109,Bundesliga 2
2242,49,116,107,Bundesliga 2
2243,49,112,105,Bundesliga 2
2244,49,114,103,Bundesliga 2
2245,49,117,102,Bundesliga 2
2246,49,119,104,Bundesliga 2
2247,49,120,106,Bundesliga 2
2248,49,118,108,Bundesliga 2
2249,49,115,110,Bundesliga 2
2250,49,113,111,Bundesliga 2
2251,50,107,101,Bundesliga 2
2252,50,105,109,Bundesliga 2
2253,50,103,116,Bundesliga 2
2254,50,102,112,Bundesliga 2
2255,50,104,114,Bundesliga 2
2256,50,106,117,Bundesliga 2
2257,50,108,119,Bundesliga 2
2258,50,110,120,Bundesliga 2
2259,50,111,118,Bundesliga 2
2260,50,113,115,Bundesliga 2
2261,52,101,105,Bundesliga 2
2262,52,107,103,Bundesliga 2
2263,52,109,102,Bundesliga 2
2264,52,116,104,Bundesliga 2
2265,52,112,106,Bundesliga 2
2266,52,114,108,Bundesliga 2
2267,52,117,110,Bundesliga 2
2268,52,119,111,Bundesliga 2
2269,52,120,113,Bundesliga 2
2270,52,118,115,Bundesliga 2
2271,53,103,101,Bundesliga 2
2272,53,102,105,Bundesliga 2
2273,53,104,107,Bundesliga 2
2274,53,106,109,Bundesliga 2
2275,53,108,116,Bundesliga 2
2276,53,110,112,Bundesliga 2
2277,53,111,114,Bundesliga 2
2278,53,113,117,Bundesliga 2
2279,53,115,119,Bundesliga 2
2280,53,118,120,Bundesliga 2
2281,4,121,122,La Liga
2282,4,123,124,La Liga
2283,4,125,126,La Liga
2284,4,127,128,La Liga
2285,4,129,130,La Liga
2286,4,136,131,La Liga
2287,4,132,133,La Liga
2288,4,134,135,La Liga
2289,4,137,138,La Liga
2290,4,139,140,La Liga
2291,5,124,121,La Liga
2292,5,126,122,La Liga
2293,5,128,123,La Liga
2294,5,130,125,La Liga
2295,5,131,127,La Liga
2296,5,133,129,La Liga
2297,5,135,136,La Liga
2298,5,138,132,La Liga
2299,5,140,134,La Liga
2300,5,139,137,La Liga
2301,6,121,126,La Liga
2302,6,124,128,La Liga
2303,6,122,130,La Liga
2304,6,123,131,La Liga
2305,6,125,133,La Liga
2306,6,127,135,La Liga
2307,6,129,138,La Liga
2308,6,136,140,La Liga
2309,6,132,139,La Liga
2310,6,134,137,La Liga
2311,8,128,121,La Liga
2312,8,130,126,La Liga
2313,8,131,124,La Liga
2314,8,133,122,La Liga
2315,8,135,123,La Liga
2316,8,138,125,La Liga
2317,8,140,127,La Liga
2318,8,139,129,La Liga
2319,8,137,136,La Liga
2320,8,134,132,La Liga
2321,9,121,130,La Liga
2322,9,128,131,La Liga
2323,9,126,133,La Liga
2324,9,124,135,La Liga
2325,9,122,138,La Liga
2326,9,123,140,La Liga
2327,9,125,139,La Liga
2328,9,127,137,La Liga
2329,9,129,134,La Liga
2330,9,136,132,La Liga
2331,10,131,121,La Liga
2332,10,133,130,La Liga
2333,10,135,128,La Liga
2334,10,138,126,La Liga
2335,10,140,124,La Liga
2336,10,139,122,La Liga
2337,10,137,123,La Liga
2338,10,134,125,La Liga
2339,10,132,127,La Liga
2340,10,136,129,La Liga
2341,12,121,133,La Liga
2342,12,131,135,La Liga
2343,12,130,138,La Liga
2344,12,128,140,La Liga
2345,12,126,139,La Liga
2346,12,124,137,La Liga
2347,12,122,134,La Liga
2348,12,123,132,La Liga
2349,12,125,136,La Liga
2350,12,127,129,La Liga
2351,13,135,121,La Liga
2352,13,138,133,La Liga
2353,13,140,131,La Liga
2354,13,139,130,La Liga
2355,13,137,128,La Liga
2356,13,134,126,La Liga
2357,13,132,124,La Liga
2358,13,136,122,La Liga
2359,13,129,123,La Liga
2360,13,127,125,La Liga
2361,14,121,138,La Liga
2362,14,135,140,La Liga
2363,14,133,139,La Liga
2364,14,131,137,La Liga
2365,14,130,134,La Liga
2366,14,128,132,La Liga
2367,14,126,136,La Liga
2368,14,124,129,La Liga
2369,14,122,127,La Liga
2370,14,123,125,La Liga
2371,16,140,121,La Liga
2372,16,139,138,La Liga
2373,16,137,135,La Liga
2374,16,134,133,La Liga
2375,16,132,131,La Liga
2376,16,136,130,La Liga
2377,16,129,128,La Liga
2378,16,127,126,La Liga
2379,16,125,124,La Liga
2380,16,123,122,La Liga
2381,17,121,139,La Liga
2382,17,140,137,La Liga
2383,17,138,134,La Liga
2384,17,135,132,La Liga
2385,17,133,136,La Liga
2386,17,131,129,La Liga
2387,17,130,127,La Liga
2388,17,128,125,La Liga
2389,17,126,123,La Liga
2390,17,124,122,La Liga
2391,18,137,121,La Liga
2392,18,134,139,La Liga
2393,18,132,140,La Liga
2394,18,136,138,La Liga
2395,18,129,135,La Liga
2396,18,127,133,La Liga
2397,18,125,131,La Liga
2398,18,123,130,La Liga
2399,18,122,128,La Liga
2400,18,124,126,La Liga
2401,20,121,134,La Liga
2402,20,137,132,La Liga
2403,20,139,136,La Liga
2404,20,140,129,La Liga
2405,20,138,127,La Liga
2406,20,135,125,La Liga
2407,20,133,123,La Liga
2408,20,131,122,La Liga
2409,20,130,124,La Liga
2410,20,128,126,La Liga
2411,21,132,121,La Liga
2412,21,136,134,La Liga
2413,21,129,137,La Liga
2414,21,127,139,La Liga
2415,21,125,140,La Liga
2416,21,123,138,La Liga
2417,21,122,135,La Liga
2418,21,124,133,La Liga
2419,21,126,131,La Liga
2420,21,128,130,La Liga
2421,22,121,136,La Liga
2422,22,132,129,La Liga
2423,22,134,127,La Liga
2424,22,137,125,La Liga
2425,22,139,123,La Liga
2426,22,140,122,La Liga
2427,22,138,124,La Liga
2428,22,135,126,La Liga
2429,22,133,128,La Liga
2430,22,131,130,La Liga
2431,24,129,121,La Liga
2432,24,127,136,La Liga
2433,24,125,132,La Liga
2434,24,123,134,La Liga
2435,24,122,137,La Liga
2436,24,124,139,La Liga
2437,24,126,140,La Liga
2438,24,128,138,La Liga
2439,24,130,135,La Liga
2440,24,131,133,La Liga
2441,25,121,127,La Liga
2442,25,129,125,La Liga
2443,25,136,123,La Liga
2444,25,132,122,La Liga
2445,25,134,124,La Liga
2446,25,137,126,La Liga
2447,25,139,128,La Liga
2448,25,140,130,La Liga
2449,25,138,131,La Liga
2450,25,135,133,La Liga
2451,26,125,121,La Liga
2452,26,123,127,La Liga
2453,26,122,129,La Liga
2454,26,124,136,La Liga
2455,26,126,132,La Liga
2456,26,128,134,La Liga
2457,26,130,137,La Liga
2458,26,131,139,La Liga
2459,26,133,140,La Liga
2460,26,135,138,La Liga
2461,28,121,123,La Liga
2462,28,125,122,La Liga
2463,28,127,124,La Liga
2464,28,129,126,La Liga
2465,28,136,128,La Liga
2466,28,132,130,La Liga
2467,28,134,131,La Liga
2468,28,137,133,La Liga
2469,28,139,135,La Liga
2470,28,140,138,La Liga
2471,29,122,121,La Liga
2472,29,124,123,La Liga
2473,29,126,125,La Liga
2474,29,128,127,La Liga
2475,29,130,129,La Liga
2476,29,131,136,La Liga
2477,29,133,132,La Liga
2478,29,135,134,La Liga
2479,29,138,137,La Liga
2480,29,140,139,La Liga
2481,30,121,124,La Liga
2482,30,122,126,La Liga
2483,30,123,128,La Liga
2484,30,125,130,La Liga
2485,30,127,131,La Liga
2486,30,129,133,La Liga
2487,30,136,135,La Liga
2488,30,132,138,La Liga
2489,30,134,140,La Liga
2490,30,137,139,La Liga
2491,32,126,121,La Liga
2492,32,128,124,La Liga
2493,32,130,122,La Liga
2494,32,131,123,La Liga
2495,32,133,125,La Liga
2496,32,135,127,La Liga
2497,32,138,129,La Liga
2498,32,140,136,La Liga
2499,32,139,132,La Liga
2500,32,137,134,La Liga
2501,33,121,128,La Liga
2502,33,126,130,La Liga
2503,33,124,131,La Liga
2504,33,122,133,La Liga
2505,33,123,135,La Liga
2506,33,125,138,La Liga
2507,33,127,140,La Liga
2508,33,129,139,La Liga
2509,33,136,137,La Liga
2510,33,132,134,La Liga
2511,34,130,121,La Liga
2512,34,131,128,La Liga
2513,34,133,126,La Liga
2514,34,135,124,La Liga
2515,34,138,122,La Liga
2516,34,140,123,La Liga
2517,34,139,125,La Liga
2518,34,137,127,La Liga
2519,34,134,129,La Liga
2520,34,132,136,La Liga
2521,36,121,131,La Liga
2522,36,130,133,La Liga
2523,36,128,135,La Liga
2524,36,126,138,La Liga
2525,36,124,140,La Liga
2526,36,122,139,La Liga
2527,36,123,137,La Liga
2528,36,125,134,La Liga
2529,36,127,132,La Liga
2530,36,129,136,La Liga
2531,37,133,121,La Liga
2532,37,135,131,La Liga
2533,37,138,130,La Liga
2534,37,140,128,La Liga
2535,37,139,126,La Liga
2536,37,137,124,La Liga
2537,37,134,122,La Liga
2538,37,132,123,La Liga
2539,37,136,125,La Liga
2540,37,129,127,La Liga
2541,38,121,135,La Liga
2542,38,133,138,La Liga
2543,38,131,140,La Liga
2544,38,130,139,La Liga
2545,38,128,137,La Liga
2546,38,126,134,La Liga
2547,38,124,132,La Liga
2548,38,122,136,La Liga
2549,38,123,129,La Liga
2550,38,125,127,La Liga
2551,40,138,121,La Liga
2552,40,140,135,La Liga
2553,40,139,133,La Liga
2554,40,137,131,La Liga
2555,40,134,130,La Liga
2556,40,132,128,La Liga
2557,40,136,126,La Liga
2558,40,129,124,La Liga
2559,40,127,122,La Liga
2560,40,125,123,La Liga
2561,41,121,140,La Liga
2562,41,138,139,La Liga
2563,41,135,137,La Liga
2564,41,133,134,La Liga
2565,41,131,132,La Liga
2566,41,130,136,La Liga
2567,41,128,129,La Liga
2568,41,126,127,La Liga
2569,41,124,125,La Liga
2570,41,122,123,La Liga
2571,42,139,121,La Liga
2572,42,137,140,La Liga
2573,42,134,138,La Liga
2574,42,132,135,La Liga
2575,42,136,133,La Liga
2576,42,129,131,La Liga
2577,42,127,130,La Liga
2578,42,125,128,La Liga
2579,42,123,126,La Liga
2580,42,122,124,La Liga
2581,44,121,137,La Liga
2582,44,139,134,La Liga
2583,44,140,132,La Liga
2584,44,138,136,La Liga
2585,44,135,129,La Liga
2586,44,133,127,La Liga
2587,44,131,125,La Liga
2588,44,130,123,La Liga
2589,44,128,122,La Liga
2590,44,126,124,La Liga
2591,45,134,121,La Liga
2592,45,132,137,La Liga
2593,45,136,139,La Liga
2594,45,129,140,La Liga
2595,45,127,138,La Liga
2596,45,125,135,La Liga
2597,45,123,133,La Liga
2598,45,122,131,La Liga
2599,45,124,130,La Liga
2600,45,126,128,La Liga
2601,46,121,132,La Liga
2602,46,134,136,La Liga
2603,46,137,129,La Liga
2604,46,139,127,La Liga
2605,46,140,125,La Liga
2606,46,138,123,La Liga
2607,46,135,122,La Liga
2608,46,133,124,La Liga
2609,46,131,126,La Liga
2610,46,130,128,La Liga
2611,48,136,121,La Liga
2612,48,129,132,La Liga
2613,48,127,134,La Liga
2614,48,125,137,La Liga
2615,48,123,139,La Liga
2616,48,122,140,La Liga
2617,48,124,138,La Liga
2618,48,126,135,La Liga
2619,48,128,133,La Liga
2620,48,130,131,La Liga
2621,49,121,129,La Liga
2622,49,136,127,La Liga
2623,49,132,125,La Liga
2624,49,134,123,La Liga
2625,49,137,122,La Liga
2626,49,139,124,La Liga
2627,49,140,126,La Liga
2628,49,138,128,La Liga
2629,49,135,130,La Liga
2630,49,133,131,La Liga
2631,50,127,121,La Liga
2632,50,125,129,La Liga
2633,50,123,136,La Liga
2634,50,122,132,La Liga
2635,50,124,134,La Liga
2636,50,126,137,La Liga
2637,50,128,139,La Liga
2638,50,130,140,La Liga
2639,50,131,138,La Liga
2640,50,133,135,La Liga
2641,52,121,125,La Liga
2642,52,127,123,La Liga
2643,52,129,122,La Liga
2644,52,136,124,La Liga
2645,52,132,126,La Liga
2646,52,134,128,La Liga
2647,52,137,130,La Liga
2648,52,139,131,La Liga
2649,52,140,133,La Liga
2650,52,138,135,La Liga
2651,53,123,121,La Liga
2652,53,122,125,La Liga
2653,53,124,127,La Liga
2654,53,126,129,La Liga
2655,53,128,136,La Liga
2656,53,130,132,La Liga
2657,53,131,134,La Liga
2658,53,133,137,La Liga
2659,53,135,139,La Liga
2660,53,138,140,La Liga
2661,4,141,142,Segunda Division
2662,4,143,144,Segunda Division
2663,4,145,146,Segunda Division
2664,4,147,148,Segunda Division
2665,4,149,150,Segunda Division
2666,4,156,151,Segunda Division
2667,4,152,153,Segunda Division
2668,4,154,155,Segunda Division
2669,4,157,158,Segunda Division
2670,4,159,160,Segunda Division
2671,5,144,141,Segunda Division
2672,5,146,142,Segunda Division
2673,5,148,143,Segunda Division
2674,5,150,145,Segunda Division
2675,5,151,147,Segunda Division
2676,5,153,149,Segunda Division
2677,5,155,156,Segunda Division
2678,5,158,152,Segunda Division
2679,5,160,154,Segunda Division
2680,5,159,157,Segunda Division
2681,6,141,146,Segunda Division
2682,6,144,148,Segunda Division
2683,6,142,150,Segunda Division
2684,6,143,151,Segunda Division
2685,6,145,153,Segunda Division
2686,6,147,155,Segunda Division
2687,6,149,158,Segunda Division
2688,6,156,160,Segunda Division
2689,6,152,159,Segunda Division
2690,6,154,157,Segunda Division
2691,8,148,141,Segunda Division
2692,8,150,146,Segunda Division
2693,8,151,144,Segunda Division
2694,8,153,142,Segunda Division
2695,8,155,143,Segunda Division
2696,8,158,145,Segunda Division
2697,8,160,147,Segunda Division
2698,8,159,149,Segunda Division
2699,8,157,156,Segunda Division
2700,8,154,152,Segunda Division
2701,9,141,150,Segunda Division
2702,9,148,151,Segunda Division
2703,9,146,153,Segunda Division
2704,9,144,155,Segunda Division
2705,9,142,158,Segunda Division
2706,9,143,160,Segunda Division
2707,9,145,159,Segunda Division
2708,9,147,157,Segunda Division
2709,9,149,154,Segunda Division
2710,9,156,152,Segunda Division
2711,10,151,141,Segunda Division
2712,10,153,150,Segunda Division
2713,10,155,148,Segunda Division
2714,10,158,146,Segunda Division
2715,10,160,144,Segunda Division
2716,10,159,142,Segunda Division
2717,10,157,143,Segunda Division
2718,10,154,145,Segunda Division
2719,10,152,147,Segunda Division
2720,10,156,149,Segunda Division
2721,12,141,153,Segunda Division
2722,12,151,155,Segunda Division
2723,12,150,158,Segunda Division
2724,12,148,160,Segunda Division
2725,12,146,159,Segunda Division
2726,12,144,157,Segunda Division
2727,12,142,154,Segunda Division
2728,12,143,152,Segunda Division
2729,12,145,156,Segunda Division
2730,12,147,149,Segunda Division
2731,13,155,141,Segunda Division
2732,13,158,153,Segunda Division
2733,13,160,151,Segunda Division
2734,13,159,150,Segunda Division
2735,13,157,148,Segunda Division
2736,13,154,146,Segunda Division
2737,13,152,144,Segunda Division
2738,13,156,142,Segunda Division
2739,13,149,143,Segunda Division
2740,13,147,145,Segunda Division
2741,14,141,158,Segunda Division
2742,14,155,160,Segunda Division
2743,14,153,159,Segunda Division
2744,14,151,157,Segunda Division
2745,14,150,154,Segunda Division
2746,14,148,152,Segunda Division
2747,14,146,156,Segunda Division
2748,14,144,149,Segunda Division
2749,14,142,147,Segunda Division
2750,14,143,145,Segunda Division
2751,16,160,141,Segunda Division
2752,16,159,158,Segunda Division
2753,16,157,155,Segunda Division
